currentTime,batteryState,protect,projection,purifier,round,battery,voltage,electricity,duration
2016/05/15 01:30:15,0,20000,false,false,false,96%,26019MV,186MA,00:58:00
2016/05/15 01:30:22,0,20000,false,false,false,96%,26019MV,186MA,00:58:06
2016/05/15 01:30:45,0,20000,false,false,false,96%,26019MV,186MA,00:58:30
2016/05/15 01:30:52,0,20000,false,false,false,96%,26019MV,186MA,00:58:36
2016/05/15 01:31:15,0,20000,false,false,false,96%,26019MV,189MA,00:59:00
2016/05/15 01:31:22,0,20000,false,false,false,96%,26019MV,186MA,00:59:06
2016/05/15 01:31:45,0,20000,false,false,false,96%,26019MV,186MA,00:59:30
2016/05/15 01:31:52,0,20000,false,false,false,96%,26019MV,189MA,00:59:36
2016/05/15 01:32:15,0,20000,false,false,false,96%,26019MV,186MA,01:00:00
2016/05/15 01:32:22,0,20000,false,false,false,96%,26019MV,189MA,01:00:06
2016/05/15 01:32:45,0,20000,false,false,false,96%,26019MV,186MA,01:00:30
2016/05/15 01:32:52,0,20000,false,false,false,96%,26019MV,186MA,01:00:36
2016/05/15 01:33:15,0,20000,false,false,false,96%,26019MV,186MA,01:01:00
2016/05/15 01:33:22,0,20000,false,false,false,96%,26019MV,186MA,01:01:06
2016/05/15 01:33:45,0,20000,false,false,false,96%,26019MV,186MA,01:01:30
2016/05/15 01:33:52,0,20000,false,false,false,96%,26019MV,186MA,01:01:36
2016/05/15 01:34:15,0,20000,false,false,false,96%,26019MV,186MA,01:02:00
2016/05/15 01:34:22,0,20000,false,false,false,96%,26019MV,186MA,01:02:06
2016/05/15 01:34:45,0,20000,false,false,false,96%,26019MV,186MA,01:02:30
2016/05/15 01:34:52,0,20000,false,false,false,96%,26019MV,186MA,01:02:36
2016/05/15 01:35:15,0,20000,false,false,false,96%,26019MV,186MA,01:03:00
2016/05/15 01:35:22,0,20000,false,false,false,96%,26019MV,186MA,01:03:06
2016/05/15 01:35:45,0,20000,false,false,false,96%,26019MV,186MA,01:03:30
2016/05/15 01:35:52,0,20000,false,false,false,96%,26019MV,186MA,01:03:36
2016/05/15 01:36:15,0,20000,false,false,false,96%,26019MV,186MA,01:04:00
2016/05/15 01:36:22,0,20000,false,false,false,96%,26019MV,186MA,01:04:06
2016/05/15 01:36:45,0,20000,false,false,false,96%,26019MV,186MA,01:04:30
2016/05/15 01:36:52,0,20000,false,false,false,96%,26019MV,186MA,01:04:36
2016/05/15 01:37:15,0,20000,false,false,false,96%,26019MV,186MA,01:05:00
2016/05/15 01:37:22,0,20000,false,false,false,96%,26019MV,186MA,01:05:06
